fiscal_year,primary_address_line_1,State_code,X_COORDINATE,Y_COORDINATE,Long,Lat,Community_district,Council-district,Census_tract,Borough_block_lot,NTA,NTA_Name,Geographical_District_code,Administrative_District_Code,Administrative_District_Name,Community_district 1,Police_precinct
2020,309 47 STREET,NY,981081,175710,-74.01142,40.648959,307,38,8000,3007550022,BK32,Sunset Park West,15,15,COMMUNITY SCHOOL DISTRICT 15,307,72
2020,655 PARKSIDE AVENUE,NY,997686,178433,-73.951575,40.656423,309,40,80200,3050500051,BK60,Prospect Lefferts Gardens-Wingate,17,17,COMMUNITY SCHOOL DISTRICT 17,309,71
2020,50 JEFFERSON AVENUE,NY,996670,187864,-73.955219,40.682311,303,36,22700,3019980001,BK69,Clinton Hill,13,13,COMMUNITY SCHOOL DISTRICT 13,303,79
2020,923 JEROME STREET,NY,1017745,179209,-73.879276,40.6585,305,42,107800,3044010001,BK82,East New York,19,75,CITYWIDE SPECIAL EDUCATION,305,75
2020,820 HANCOCK STREET,NY,1005891,188938,-73.92197,40.685241,303,41,37700,3014900001,BK35,Stuyvesant Heights,16,16,COMMUNITY SCHOOL DISTRICT 16,303,81
2020,43 SNYDER AVENUE,NY,996382,175718,-73.956279,40.648973,314,40,79400,3051030079,BK95,Erasmus,17,17,COMMUNITY SCHOOL DISTRICT 17,314,70
2020,858 JAMAICA AVENUE,NY,1019475,190401,-73.872983,40.689213,305,37,118201,3041060039,BK83,Cypress Hills-City Line,19,19,COMMUNITY SCHOOL DISTRICT 19,305,75
2020,37 HICKS STREET,NY,986235,194564,-73.992841,40.700709,302,33,100,3002110001,BK09,Brooklyn Heights-Cobble Hill,13,13,COMMUNITY SCHOOL DISTRICT 13,302,84
2020,80 UNDERHILL AVENUE,NY,993588,186494,-73.966333,40.678554,308,35,20500,3011450026,BK64,Prospect Heights,13,13,COMMUNITY SCHOOL DISTRICT 13,308,77
2020,511 7 AVENUE,NY,988149,180065,-73.985946,40.660912,307,38,14900,3008690001,BK37,Park Slope-Gowanus,15,15,COMMUNITY SCHOOL DISTRICT 15,307,72
2020,419 WAVERLY AVENUE,NY,993710,189169,-73.96589,40.685896,302,35,19900,3019620010,BK69,Clinton Hill,13,13,COMMUNITY SCHOOL DISTRICT 13,302,88
2020,430 HOWARD AVENUE,NY,1006415,184524,-73.920095,40.673124,316,41,36300,3014570032,BK79,Ocean Hill,23,17,COMMUNITY SCHOOL DISTRICT 17,316,73
2020,557 PENNSYLVANIA AVENUE,NY,1013844,181232,-73.893328,40.664067,305,42,112600,3038230001,BK85,East New York (Pennsylvania Ave),19,19,COMMUNITY SCHOOL DISTRICT 19,305,75
2020,2424 BATCHELDER STREET,NY,1001439,155413,-73.938107,40.593232,315,48,59600,3074240001,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,22,22,COMMUNITY SCHOOL DISTRICT 22,315,61
2020,330 59 STREET,NY,978978,173219,-74.019,40.6422,307,38,7400,3008620012,BK32,Sunset Park West,20,20,COMMUNITY SCHOOL DISTRICT 20,307,72
2020,71 SULLIVAN STREET,NY,980959,185957,-74.011864,40.677085,306,38,5300,3005660001,BK33,Carroll Gardens-Columbia Street-Red Hook,15,15,COMMUNITY SCHOOL DISTRICT 15,306,76
2020,157 WILSON STREET,NY,994772,196519,-73.962049,40.706069,301,33,53500,3021770001,BK72,Williamsburg,14,14,COMMUNITY SCHOOL DISTRICT 14,301,90
2020,208 NORTH  5 STREET,NY,996087,199871,-73.9573,40.715268,301,34,51900,3023450001,BK73,North Side-South Side,14,14,COMMUNITY SCHOOL DISTRICT 14,301,94
2020,101 MAUJER STREET,NY,999028,198274,-73.946695,40.71088,301,34,50300,3027870001,BK90,East Williamsburg,14,14,COMMUNITY SCHOOL DISTRICT 14,301,90
2020,325 SOUTH  3 STREET,NY,996815,197991,-73.954678,40.710107,301,34,52700,3024230001,BK73,North Side-South Side,14,14,COMMUNITY SCHOOL DISTRICT 14,301,90
2020,225 ADELPHI STREET,NY,992321,190934,-73.970896,40.690742,302,35,18300,3020910003,BK68,Fort Greene,13,13,COMMUNITY SCHOOL DISTRICT 13,302,88
2020,180 CHAUNCEY STREET,NY,1004588,187155,-73.926673,40.68035,303,36,38100,3016920017,BK61,Crown Heights North,16,16,COMMUNITY SCHOOL DISTRICT 16,303,81
2020,443 ST MARKS AVENUE,NY,995319,185965,-73.960093,40.6771,308,35,30500,3011480050,BK61,Crown Heights North,17,17,COMMUNITY SCHOOL DISTRICT 17,308,77
2020,545 WILLOUGHBY AVENUE,NY,998876,192295,-73.947256,40.69447,303,36,25901,3017590013,BK75,Bedford,14,14,COMMUNITY SCHOOL DISTRICT 14,303,79
2020,427 38 STREET,NY,982992,177121,-74.004533,40.652832,307,38,8400,3007010001,BK32,Sunset Park West,15,15,COMMUNITY SCHOOL DISTRICT 15,307,72
2020,787 LAFAYETTE AVENUE,NY,1000681,191204,-73.940749,40.691472,303,36,28100,3017870014,BK35,Stuyvesant Heights,16,16,COMMUNITY SCHOOL DISTRICT 16,303,79
2020,1014 LAFAYETTE AVENUE,NY,1003152,191221,-73.9317,40.6921,303,36,29100,3016160001,BK35,Stuyvesant Heights,16,16,COMMUNITY SCHOOL DISTRICT 16,303,81
2020,1014 LAFAYETTE AVENUE,NY,1003152,191221,-73.9317,40.6921,303,36,29100,3016160001,BK35,Stuyvesant Heights,16,16,COMMUNITY SCHOOL DISTRICT 16,303,81
2020,27 HUNTINGTON STREET,NY,982821,186259,-74.005151,40.677914,306,38,5900,3005250001,BK33,Carroll Gardens-Columbia Street-Red Hook,15,15,COMMUNITY SCHOOL DISTRICT 15,306,76
2020,265 RALPH AVENUE,NY,1006134,187116,-73.921099,40.680239,303,41,37900,3015180001,BK35,Stuyvesant Heights,16,16,COMMUNITY SCHOOL DISTRICT 16,303,81
2020,425 HENRY STREET,NY,984958,189512,-73.997447,40.686843,306,39,4500,3003110001,BK33,Carroll Gardens-Columbia Street-Red Hook,15,15,COMMUNITY SCHOOL DISTRICT 15,306,76
2020,7002 4TH AVENUE,NY,977441,170105,-74.02395,40.633598,310,43,6800,3058910048,BK31,Bay Ridge,20,20,COMMUNITY SCHOOL DISTRICT 20,310,68
2020,75 MESEROLE AVENUE,NY,996961,204135,-73.954139,40.72697,301,33,56100,3025950001,BK76,Greenpoint,14,14,COMMUNITY SCHOOL DISTRICT 14,301,94
2020,317 HOYT STREET,NY,986707,187077,-73.991141,40.680159,306,39,7500,3004370001,BK33,Carroll Gardens-Columbia Street-Red Hook,15,15,COMMUNITY SCHOOL DISTRICT 15,306,76
2020,70 TOMPKINS AVENUE,NY,999050,193242,-73.9466,40.6971,303,36,25700,3017430018,BK75,Bedford,14,14,COMMUNITY SCHOOL DISTRICT 14,303,79
2020,131 NORMAN AVENUE,NY,998176,203920,-73.949756,40.726378,301,33,57300,3026220028,BK76,Greenpoint,14,14,COMMUNITY SCHOOL DISTRICT 14,301,94
2020,272 MACDONOUGH STREET,NY,1002031,187582,-73.935891,40.681528,303,36,27300,3016740011,BK35,Stuyvesant Heights,16,16,COMMUNITY SCHOOL DISTRICT 16,303,81
2020,2045 LINDEN BOULEVARD,NY,1015547,179922,-73.887195,40.660465,305,42,110400,3043270024,BK82,East New York,19,75,CITYWIDE SPECIAL EDUCATION,305,75
2020,215 HEYWARD STREET,NY,997197,195765,-73.953304,40.703996,301,33,52900,3022270001,BK72,Williamsburg,14,84,OFFICE OF CHARTER SCHOOLS,301,90
2020,450 PACIFIC STREET,NY,989013,188821,-73.982826,40.684945,302,33,3900,3001910001,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,15,15,COMMUNITY SCHOOL DISTRICT 15,302,84
2020,417 6 AVENUE,NY,988991,182882,-73.982909,40.668644,306,39,15300,3010000001,BK37,Park Slope-Gowanus,15,15,COMMUNITY SCHOOL DISTRICT 15,306,78
2020,265 RALPH AVENUE,NY,1006134,187116,-73.921099,40.680239,303,41,37900,3015180001,BK35,Stuyvesant Heights,16,16,COMMUNITY SCHOOL DISTRICT 16,303,81
2020,411 THATFORD AVENUE,NY,1010073,179912,-73.906925,40.660455,316,42,91800,3036040001,BK81,Brownsville,23,23,COMMUNITY SCHOOL DISTRICT 23,316,73
2020,411 THATFORD AVENUE,NY,1010073,179912,-73.906925,40.660455,316,42,91800,3036040001,BK81,Brownsville,23,23,COMMUNITY SCHOOL DISTRICT 23,316,73
2020,432 MONROE STREET,NY,1000652,189288,-73.940859,40.686213,303,36,27700,3018210001,BK35,Stuyvesant Heights,13,13,COMMUNITY SCHOOL DISTRICT 13,303,79
2020,84 SCHAEFER STREET,NY,1009091,189372,-73.91043,40.686424,304,37,40100,3034270011,BK78,Bushwick South,32,32,COMMUNITY SCHOOL DISTRICT 32,304,83
2020,100 CLERMONT AVENUE,NY,992113,192314,-73.971644,40.69453,302,35,18700,3020450011,BK68,Fort Greene,13,13,COMMUNITY SCHOOL DISTRICT 13,302,88
2020,6015 18 AVENUE,NY,987813,165699,-73.987165,40.621481,312,44,24400,3055190001,BK88,Borough Park,20,20,COMMUNITY SCHOOL DISTRICT 20,312,66
2020,223 GRAHAM AVENUE,NY,999873,197948,-73.9436,40.71,301,34,50500,3030250001,BK90,East Williamsburg,14,14,COMMUNITY SCHOOL DISTRICT 14,301,90
2020,183 SOUTH  3 STREET,NY,995301,198649,-73.960137,40.711915,301,34,52300,3024190001,BK73,North Side-South Side,14,14,COMMUNITY SCHOOL DISTRICT 14,301,90
2020,350 5 AVENUE,NY,988397,184235,-73.98505,40.672358,306,39,13500,3009810111,BK37,Park Slope-Gowanus,15,15,COMMUNITY SCHOOL DISTRICT 15,306,78
2020,2675 EAST  29 STREET,NY,1000877,153642,-73.940135,40.588372,315,48,60000,3074740001,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,22,22,COMMUNITY SCHOOL DISTRICT 22,315,61
2020,544 7TH AVENUE,NY,987373,180026,-73.988743,40.660805,307,38,14700,3008800001,BK32,Sunset Park West,15,75,CITYWIDE SPECIAL EDUCATION,307,72
2020,195 SANDFORD STREET,NY,997421,191619,-73.952504,40.692616,303,33,24100,3017650015,BK75,Bedford,13,13,COMMUNITY SCHOOL DISTRICT 13,303,79
2020,2021 BERGEN STREET,NY,1008307,184882,-73.9133,40.6741,316,41,36501,3014480001,BK79,Ocean Hill,23,23,COMMUNITY SCHOOL DISTRICT 23,316,73
2020,170 GATES AVENUE,NY,995195,188583,-73.960536,40.684286,302,35,23100,3019830010,BK69,Clinton Hill,13,13,COMMUNITY SCHOOL DISTRICT 13,302,88
2020,125 STUYVESANT AVENUE,NY,1003037,191204,-73.932254,40.691467,303,36,29100,3016160001,BK35,Stuyvesant Heights,16,16,COMMUNITY SCHOOL DISTRICT 16,303,81
2020,330 SMITH STREET,NY,985502,187157,-73.995486,40.680379,306,39,7700,3004490015,BK33,Carroll Gardens-Columbia Street-Red Hook,15,15,COMMUNITY SCHOOL DISTRICT 15,306,76
2020,211 THROOP AVENUE,NY,999978,193443,-73.943279,40.697619,303,36,28502,3017490001,BK35,Stuyvesant Heights,14,14,COMMUNITY SCHOOL DISTRICT 14,303,79
2020,400 EMPIRE BOULEVARD,NY,998344,181050,-73.949198,40.663605,309,40,32900,3013160015,BK60,Prospect Lefferts Gardens-Wingate,17,17,COMMUNITY SCHOOL DISTRICT 17,309,71
2020,700 CORTELYOU ROAD,NY,992256,171750,-73.971153,40.638087,312,40,49000,3053910001,BK41,Kensington-Ocean Parkway,20,20,COMMUNITY SCHOOL DISTRICT 20,312,66
2020,696 JAMAICA AVENUE,NY,1017987,189423,-73.878353,40.686534,305,37,117601,3041020019,BK83,Cypress Hills-City Line,19,19,COMMUNITY SCHOOL DISTRICT 19,305,75
2020,845 EAST  96 STREET,NY,1010039,175647,-73.907064,40.648749,318,42,97000,3081290060,BK50,Canarsie,18,18,COMMUNITY SCHOOL DISTRICT 18,318,69
2020,51 SAINT EDWARDS STREET,NY,990441,192608,-73.977674,40.695339,302,35,2901,3020390002,BK68,Fort Greene,13,13,COMMUNITY SCHOOL DISTRICT 13,302,88
2020,956 EAST  82 STREET,NY,1008892,170778,-73.911215,40.635388,318,46,95600,3080180001,BK50,Canarsie,18,18,COMMUNITY SCHOOL DISTRICT 18,318,69
2020,6302 9TH AVENUE,NY,981543,169674,-74.009752,40.632392,310,38,12000,3057350032,BK34,Sunset Park East,20,20,COMMUNITY SCHOOL DISTRICT 20,310,68
2020,6302 9TH AVENUE,NY,981543,169674,-74.009752,40.632392,310,38,12000,3057350032,BK34,Sunset Park East,20,20,COMMUNITY SCHOOL DISTRICT 20,310,68
2020,215 HEYWARD STREET,NY,997197,195765,-73.953304,40.703996,301,33,52900,3022270001,BK72,Williamsburg,14,14,COMMUNITY SCHOOL DISTRICT 14,301,90
2020,605 SHEPHERD AVENUE,NY,1017780,183165,-73.879131,40.669358,305,42,116400,3040690001,BK82,East New York,19,19,COMMUNITY SCHOOL DISTRICT 19,305,75
2020,251 MCDOUGAL STREET,NY,1009013,187279,-73.910719,40.680679,316,37,36900,3015280001,BK79,Ocean Hill,23,23,COMMUNITY SCHOOL DISTRICT 23,316,73
2020,95 GROVE STREET,NY,1006064,191860,-73.921336,40.693261,304,34,41900,3033140001,BK78,Bushwick South,32,32,COMMUNITY SCHOOL DISTRICT 32,304,83
2020,62 PARK PLACE,NY,990727,186586,-73.976648,40.678809,306,39,12902,3009410050,BK37,Park Slope-Gowanus,13,75,CITYWIDE SPECIAL EDUCATION,306,78
2020,1420 EAST  68 STREET,NY,1008426,165367,-73.912914,40.620537,318,46,69602,3083880002,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,22,22,COMMUNITY SCHOOL DISTRICT 22,318,63
2020,990 DEKALB AVENUE,NY,1002241,191713,-73.935123,40.692866,303,36,28900,3016020019,BK35,Stuyvesant Heights,16,16,COMMUNITY SCHOOL DISTRICT 16,303,81
2020,250 BERRY STREET,NY,994283,199805,-73.963808,40.715089,301,34,55100,3023910001,BK73,North Side-South Side,14,14,COMMUNITY SCHOOL DISTRICT 14,301,90
2020,220 IRVING AVENUE,NY,1007041,194533,-73.917804,40.700595,304,37,43100,3032890027,BK77,Bushwick North,32,32,COMMUNITY SCHOOL DISTRICT 32,304,83
2020,544 7TH AVENUE,NY,987373,180026,-73.988743,40.660805,307,38,14700,3008800001,BK32,Sunset Park West,15,15,COMMUNITY SCHOOL DISTRICT 15,307,72
2020,265 WARWICK STREET,NY,1015673,186204,-73.886712,40.677707,305,37,117000,3039520047,BK82,East New York,19,19,COMMUNITY SCHOOL DISTRICT 19,305,75
2020,2840 WEST  12 STREET,NY,989698,149928,-73.980387,40.578192,313,47,35000,3072660040,BK23,West Brighton,21,21,COMMUNITY SCHOOL DISTRICT 21,313,60
2020,532 ALBANY AVENUE,NY,1000700,180396,-73.940707,40.661806,309,41,80600,3047940026,BK60,Prospect Lefferts Gardens-Wingate,17,17,COMMUNITY SCHOOL DISTRICT 17,309,71
2020,601 PARKSIDE AVENUE,NY,997066,178379,-73.95381,40.656276,309,40,80200,3050490055,BK60,Prospect Lefferts Gardens-Wingate,17,17,COMMUNITY SCHOOL DISTRICT 17,309,71
2020,31 NEW YORK AVENUE,NY,999122,186688,-73.946381,40.679079,303,36,24700,3018680007,BK61,Crown Heights North,13,13,COMMUNITY SCHOOL DISTRICT 13,303,79
2020,5010 6 AVENUE,NY,981809,173805,-74.008795,40.64373,307,38,9800,3007920026,BK34,Sunset Park East,15,15,COMMUNITY SCHOOL DISTRICT 15,307,72
2020,345 VAN SICKLEN STREET,NY,991286,156415,-73.974664,40.595996,315,47,39800,3071230066,BK26,Gravesend,21,21,COMMUNITY SCHOOL DISTRICT 21,315,61
2020,99 AVENUE P,NY,988419,160837,-73.984985,40.608135,311,44,43000,3065950033,BK29,Bensonhurst East,21,21,COMMUNITY SCHOOL DISTRICT 21,311,62
2020,1855 STILLWELL AVENUE,NY,988257,158307,-73.98557,40.601191,311,47,40400,3066670024,BK29,Bensonhurst East,21,21,COMMUNITY SCHOOL DISTRICT 21,311,62
2020,1401 EMMONS AVENUE,NY,997014,152008,-73.954047,40.583893,315,48,60800,3087670026,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,21,21,COMMUNITY SCHOOL DISTRICT 21,315,61
2020,1120 EAST  10 STREET,NY,993680,165698,-73.966031,40.621474,312,44,45400,3065350011,BK46,Ocean Parkway South,21,21,COMMUNITY SCHOOL DISTRICT 21,312,66
2020,2951 WEST  3 STREET,NY,992353,149710,-73.97083,40.577591,313,48,35602,3072810001,BK23,West Brighton,21,21,COMMUNITY SCHOOL DISTRICT 21,313,60
2020,2360 BENSON AVENUE,NY,986482,156918,-73.991962,40.597379,311,47,30200,3068750032,BK29,Bensonhurst East,21,21,COMMUNITY SCHOOL DISTRICT 21,311,62
2020,211 72 STREET,NY,976268,170377,-74.028758,40.634318,310,43,6800,3058900001,BK31,Bay Ridge,20,20,COMMUNITY SCHOOL DISTRICT 20,310,68
2020,170 GATES AVENUE,NY,995195,188583,-73.960536,40.684286,302,35,23100,3019830010,BK69,Clinton Hill,13,13,COMMUNITY SCHOOL DISTRICT 13,302,88
2020,9115 5 AVENUE,NY,976340,164460,-74.028492,40.618077,310,43,16000,3060880001,BK31,Bay Ridge,20,20,COMMUNITY SCHOOL DISTRICT 20,310,68
2020,1031 59 STREET,NY,983241,170012,-74.003635,40.63332,312,38,21400,3057020001,BK88,Borough Park,20,20,COMMUNITY SCHOOL DISTRICT 20,312,66
2020,1328 PUTNAM AVENUE,NY,1008271,191883,-73.913378,40.693318,304,37,41500,3033760034,BK78,Bushwick South,32,32,COMMUNITY SCHOOL DISTRICT 32,304,83
2020,1301 8 AVENUE,NY,989471,180806,-73.981181,40.662945,306,39,16700,3011010001,BK37,Park Slope-Gowanus,15,15,COMMUNITY SCHOOL DISTRICT 15,306,78
2020,200 LINWOOD STREET,NY,1016327,187512,-73.884348,40.681295,305,37,117202,3039260045,BK83,Cypress Hills-City Line,19,19,COMMUNITY SCHOOL DISTRICT 19,305,75
2020,1001 EAST  45 STREET,NY,1002818,170938,-73.933099,40.635842,317,45,83600,3050220002,BK91,East Flatbush-Farragut,22,22,COMMUNITY SCHOOL DISTRICT 22,317,67
2020,1001 EAST  45 STREET,NY,1002818,170938,-73.933099,40.635842,317,45,83600,3050220002,BK91,East Flatbush-Farragut,22,22,COMMUNITY SCHOOL DISTRICT 22,317,67
2020,124 MONITOR STREET,NY,1000347,202961,-73.941926,40.723743,301,33,59100,3026880042,BK76,Greenpoint,14,14,COMMUNITY SCHOOL DISTRICT 14,301,94
2020,7115 15 AVENUE,NY,984093,164947,-74.000565,40.619417,311,43,19000,3061800001,BK28,Bensonhurst West,20,20,COMMUNITY SCHOOL DISTRICT 20,311,62
2020,300 ADELPHI STREET,NY,992161,190215,-73.971474,40.688769,302,35,18100,3021030004,BK68,Fort Greene,13,13,COMMUNITY SCHOOL DISTRICT 13,302,88
2020,1077 REMSEN AVENUE,NY,1009815,173437,-73.90788,40.642684,318,46,96400,3081600022,BK50,Canarsie,18,18,COMMUNITY SCHOOL DISTRICT 18,318,69
2020,1500 EAST  92 STREET,NY,1012589,170590,-73.897896,40.634861,318,46,100800,3082560001,BK50,Canarsie,18,18,COMMUNITY SCHOOL DISTRICT 18,318,69
2020,515 KNICKERBOCKER AVENUE,NY,1007386,193616,-73.916563,40.698077,304,37,43300,3033170001,BK77,Bushwick North,32,32,COMMUNITY SCHOOL DISTRICT 32,304,83
2020,300 WILLOUGHBY AVENUE,NY,995677,191627,-73.9588,40.6926,303,33,23500,3019260010,BK69,Clinton Hill,13,13,COMMUNITY SCHOOL DISTRICT 13,303,79
2020,211 8TH STREET,NY,987689,183793,-73.987602,40.671145,306,39,13700,3009980001,BK37,Park Slope-Gowanus,15,15,COMMUNITY SCHOOL DISTRICT 15,306,78
2020,3829 AVENUE K,NY,1001257,167365,-73.938733,40.626038,318,45,73400,3077860001,BK58,Flatlands,22,22,COMMUNITY SCHOOL DISTRICT 22,318,63
2020,18 BEAVER STREET,NY,1001472,194610,-73.937888,40.700819,304,34,38900,3031370026,BK78,Bushwick South,14,14,COMMUNITY SCHOOL DISTRICT 14,304,83
2020,5301 20 AVENUE,NY,990226,166133,-73.978472,40.622671,312,44,46400,3054951101,BK88,Borough Park,21,21,COMMUNITY SCHOOL DISTRICT 21,312,66
2020,150 ALBANY AVENUE,NY,1001092,185533,-73.939282,40.675905,308,36,31100,3012160046,BK61,Crown Heights North,17,17,NULL,308,77
2020,100 IRVING AVENUE,NY,1005769,195800,-73.922388,40.704076,304,34,44500,3032100001,BK77,Bushwick North,32,32,COMMUNITY SCHOOL DISTRICT 32,304,83
2020,515 4 AVENUE,NY,986852,182452,-73.99062,40.667464,306,39,14100,3010340001,BK37,Park Slope-Gowanus,15,15,COMMUNITY SCHOOL DISTRICT 15,306,78
2020,211 THROOP AVENUE,NY,999978,193443,-73.943279,40.697619,303,36,28502,3017490001,BK35,Stuyvesant Heights,14,84,OFFICE OF CHARTER SCHOOLS,303,79
2020,424 LEONARD STREET,NY,998683,201530,-73.947932,40.719818,301,33,49900,3027120001,BK76,Greenpoint,14,14,COMMUNITY SCHOOL DISTRICT 14,301,94
2020,7805 7 AVENUE,NY,979134,166503,-74.018429,40.623687,310,43,20600,3059730001,BK30,Dyker Heights,20,20,COMMUNITY SCHOOL DISTRICT 20,310,68
2020,2075 84 STREET,NY,985615,159687,-73.995084,40.60498,311,47,28800,3063290032,BK28,Bensonhurst West,21,21,COMMUNITY SCHOOL DISTRICT 21,311,62
2020,284 BALTIC STREET,NY,986110,188843,-73.993293,40.685006,306,33,6900,3004020001,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,15,84,OFFICE OF CHARTER SCHOOLS,306,76
2020,70 OCEAN PARKWAY,NY,990895,175698,-73.976053,40.648924,307,39,50000,3053190001,BK40,Windsor Terrace,15,15,COMMUNITY SCHOOL DISTRICT 15,307,72
2020,4305 FT HAMILTON PARKWAY,NY,986124,172711,-73.993247,40.640728,312,39,22400,3056030001,BK88,Borough Park,15,15,COMMUNITY SCHOOL DISTRICT 15,312,66
2020,320 MANHATTAN AVENUE,NY,999313,199692,-73.945663,40.714772,301,34,49700,3027590001,BK90,East Williamsburg,14,14,COMMUNITY SCHOOL DISTRICT 14,301,94
2020,610 BALTIC STREET,NY,989671,186989,-73.980455,40.679916,306,39,12901,3009400111,BK37,Park Slope-Gowanus,13,13,COMMUNITY SCHOOL DISTRICT 13,306,78
2020,4001 18 AVENUE,NY,991694,169585,-73.97318,40.632145,314,44,48000,3054160048,BK42,Flatbush,22,22,COMMUNITY SCHOOL DISTRICT 22,314,70
2020,684 LINDEN BOULEVARD,NY,1002855,177223,-73.932949,40.653093,317,41,87000,3046730001,BK91,East Flatbush-Farragut,18,18,COMMUNITY SCHOOL DISTRICT 18,317,67
2020,4004 4 AVENUE,NY,982142,176864,-74.007596,40.652127,307,38,8200,3007130020,BK32,Sunset Park West,15,15,COMMUNITY SCHOOL DISTRICT 15,307,72
2020,121 SARATOGA AVENUE,NY,1007370,187849,-73.916641,40.682248,316,41,37300,3015100001,BK79,Ocean Hill,23,23,COMMUNITY SCHOOL DISTRICT 23,316,73
2020,760 PROSPECT PLACE,NY,997687,184816,-73.951559,40.673943,308,36,31701,3012330026,BK61,Crown Heights North,17,17,COMMUNITY SCHOOL DISTRICT 17,308,77
2020,760 PROSPECT PLACE,NY,997687,184816,-73.951559,40.673943,308,36,31701,3012330026,BK61,Crown Heights North,17,17,COMMUNITY SCHOOL DISTRICT 17,308,77
2020,330 RUGBY ROAD,NY,993724,172936,-73.965862,40.64134,314,40,152200,3051440064,BK42,Flatbush,22,22,COMMUNITY SCHOOL DISTRICT 22,314,70
2020,141 MACON STREET,NY,999338,187723,-73.9456,40.68192,303,36,26900,3018450001,BK75,Bedford,13,75,CITYWIDE SPECIAL EDUCATION,303,79
2020,655 PARKSIDE AVENUE,NY,997686,178433,-73.951575,40.656423,309,40,80200,3050500051,BK60,Prospect Lefferts Gardens-Wingate,17,75,CITYWIDE SPECIAL EDUCATION,309,71
2020,610 HENRY STREET,NY,983868,187044,-74.0014,40.6801,306,39,6300,3003690001,BK33,Carroll Gardens-Columbia Street-Red Hook,15,15,COMMUNITY SCHOOL DISTRICT 15,306,76
2020,800 GATES AVENUE,NY,1003098,190066,-73.932,40.6883,303,36,29300,3016360001,BK35,Stuyvesant Heights,16,16,COMMUNITY SCHOOL DISTRICT 16,303,81
2020,100 NOLL STREET,NY,1002997,194716,-73.932388,40.701107,304,34,42500,3031530011,BK78,Bushwick South,32,32,COMMUNITY SCHOOL DISTRICT 32,304,83
2020,610 HENRY STREET,NY,983689,186823,-74.002022,40.679462,306,39,6300,3003690001,BK33,Carroll Gardens-Columbia Street-Red Hook,15,15,COMMUNITY SCHOOL DISTRICT 15,306,76
2020,325 BUSHWICK AVENUE,NY,1001221,196135,-73.93879,40.705005,301,34,48500,3030910001,BK78,Bushwick South,14,14,COMMUNITY SCHOOL DISTRICT 14,301,90
2020,700 SUTTER AVENUE,NY,1013999,183161,-73.89276,40.669361,305,42,115800,3037740016,BK85,East New York (Pennsylvania Ave),19,19,COMMUNITY SCHOOL DISTRICT 19,305,75
2020,364 SACKMAN STREET,NY,1010565,182941,-73.90514,40.668768,316,41,90800,3037440009,BK81,Brownsville,23,23,COMMUNITY SCHOOL DISTRICT 23,316,73
2020,763 KNICKERBOCKER AVENUE,NY,1009695,191926,-73.908242,40.693432,304,37,43700,3034060001,BK77,Bushwick North,32,32,COMMUNITY SCHOOL DISTRICT 32,304,83
2020,725 EAST  23 STREET,NY,996943,169760,-73.954269,40.632619,314,45,77200,3075510026,BK42,Flatbush,22,22,COMMUNITY SCHOOL DISTRICT 22,314,70
2020,725 EAST  23 STREET,NY,996943,169760,-73.954269,40.632619,314,45,77200,3075510026,BK42,Flatbush,22,22,COMMUNITY SCHOOL DISTRICT 22,314,70
2020,1970 HOMECREST AVENUE,NY,995350,158305,-73.960027,40.601179,315,48,55600,3072910030,BK25,Homecrest,21,21,COMMUNITY SCHOOL DISTRICT 21,315,61
2020,1625 11 AVENUE,NY,990918,178641,-73.975967,40.657002,307,39,17100,3052570001,BK40,Windsor Terrace,15,15,COMMUNITY SCHOOL DISTRICT 15,307,72
2020,1355 HERKIMER STREET,NY,1009579,186170,-73.908682,40.677634,316,37,36900,3015520043,BK79,Ocean Hill,23,23,COMMUNITY SCHOOL DISTRICT 23,316,73
2020,104 SUTTER AVENUE,NY,1007032,181766,-73.91788,40.665553,316,41,90000,3035350016,BK81,Brownsville,23,23,COMMUNITY SCHOOL DISTRICT 23,316,73
2020,850 KENT AVENUE,NY,995342,192631,-73.959999,40.695397,303,33,123700,3018970013,BK75,Bedford,14,14,COMMUNITY SCHOOL DISTRICT 14,303,79
2020,400 ASHFORD STREET,NY,1016091,184340,-73.885214,40.67259,305,37,115000,3040150001,BK82,East New York,19,19,COMMUNITY SCHOOL DISTRICT 19,305,75
2020,2781 PITKIN AVENUE,NY,1020391,185629,-73.869705,40.676111,305,42,120000,3042160001,BK82,East New York,19,19,COMMUNITY SCHOOL DISTRICT 19,305,75
2020,5105 Fort Hamilton Parkway,NY,984515,171328,-73.999045,40.636932,312,44,22000,3056530021,BK88,Borough Park,20,20,COMMUNITY SCHOOL DISTRICT 20,312,66
2020,330 CROWN STREET,NY,998331,181834,-73.949243,40.665757,309,35,31900,3012970026,BK63,Crown Heights South,17,17,COMMUNITY SCHOOL DISTRICT 17,309,71
2020,1390 WILLOUGHBY AVENUE,NY,1006529,196799,-73.919643,40.706816,304,34,44500,3032120001,BK77,Bushwick North,32,32,COMMUNITY SCHOOL DISTRICT 32,304,83
