fiscal_year,primary_address_line_1,State_code,X_COORDINATE,Y_COORDINATE,Long,Lat,Community_district,Council-district,Census_tract,Borough_block_lot,NTA,NTA_Name,Geographical_District_code,Administrative_District_Code,Administrative_District_Name,Community_district 1,Police_precinct
2020,108-10 109 AVENUE,NY,1031118,186730,-73.831025,40.679083,410,28,9600,4114750011,QN55,South Ozone Park,27,27,COMMUNITY SCHOOL DISTRICT 27,410,106
2020,213-10 92 AVENUE,NY,1054554,201721,-73.746375,40.720074,413,23,54200,4106260001,QN34,Queens Village,29,29,COMMUNITY SCHOOL DISTRICT 29,413,105
2020,43-18 97TH PLACE,NY,1021158,210948,-73.866372,40.745995,404,21,37500,4016130017,QN26,North Corona,24,24,COMMUNITY SCHOOL DISTRICT 24,404,110
2020,37-15 13 STREET,NY,1001099,215567,-73.939181,40.758342,401,26,4300,4003630001,QN68,Queensbridge-Ravenswood-Long Island City,30,30,COMMUNITY SCHOOL DISTRICT 30,401,114
2020,25-05 37 AVENUE,NY,1002656,215186,-73.933562,40.757293,401,26,3300,4003440001,QN68,Queensbridge-Ravenswood-Long Island City,30,30,COMMUNITY SCHOOL DISTRICT 30,401,114
2020,78-23 87TH STREET,NY,1022652,196331,-73.861493,40.705476,405,30,63700,4038460040,QN19,Glendale,24,24,COMMUNITY SCHOOL DISTRICT 24,405,104
2020,134-01 CRONSTON AVENUE,NY,1024706,149728,-73.854364,40.577552,414,32,92800,4162570001,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,27,27,COMMUNITY SCHOOL DISTRICT 27,414,100
2020,80-51 261 STREET,NY,1064773,210543,-73.709404,40.744201,413,23,157902,4087170001,QN44,Glen Oaks-Floral Park-New Hyde Park,26,26,COMMUNITY SCHOOL DISTRICT 26,413,105
2020,107-25 WREN PLACE,NY,1044741,194687,-73.781839,40.70084,412,27,41400,4102500001,QN01,South Jamaica,29,29,COMMUNITY SCHOOL DISTRICT 29,412,103
2020,85-15 143 STREET,NY,1036102,198160,-73.812968,40.710428,408,24,23200,4097230150,QN35,Briarwood-Jamaica Hills,28,28,COMMUNITY SCHOOL DISTRICT 28,408,107
2020,190-20 109 ROAD,NY,1049342,195552,-73.765237,40.703182,412,27,50400,4109260050,QN07,Hollis,29,29,COMMUNITY SCHOOL DISTRICT 29,412,113
2020,74-01 78 AVENUE,NY,1018887,196220,-73.875073,40.705187,405,30,63301,4038120020,QN19,Glendale,24,24,COMMUNITY SCHOOL DISTRICT 24,405,104
2020,58-01 136 STREET,NY,1031723,210825,-73.828674,40.745215,407,20,80301,4063730001,QN62,Queensboro Hill,25,25,COMMUNITY SCHOOL DISTRICT 25,407,109
2020,126-10 109 AVENUE,NY,1035468,188379,-73.81533,40.683585,410,28,17000,4116070001,QN55,South Ozone Park,28,28,COMMUNITY SCHOOL DISTRICT 28,410,106
2020,21-21 DITMARS BOULEVARD,NY,1007573,223648,-73.915785,40.780507,401,22,10300,4008800001,QN72,Steinway,30,30,COMMUNITY SCHOOL DISTRICT 30,401,114
2020,145-01 119 AVENUE,NY,1040952,186689,-73.795571,40.678913,412,28,18402,4120190010,QN76,Baisley Park,27,27,COMMUNITY SCHOOL DISTRICT 27,412,113
2020,129-15 150 AVENUE,NY,1036609,181854,-73.811266,40.665669,410,28,84602,4118820001,QN55,South Ozone Park,27,27,COMMUNITY SCHOOL DISTRICT 27,410,106
2020,46-02 47 AVENUE,NY,1006762,209054,-73.918762,40.740452,402,26,23500,4022840006,QN31,Hunters Point-Sunnyside-West Maspeth,24,24,COMMUNITY SCHOOL DISTRICT 24,402,108
2020,31-51 21 STREET,NY,1003643,218362,-73.92999,40.766008,401,22,7700,4005530001,QN70,Astoria,30,30,COMMUNITY SCHOOL DISTRICT 30,401,114
2020,98-01 25 AVENUE,NY,1020003,218198,-73.870931,40.765507,403,21,35700,4011090016,QN27,East Elmhurst,30,30,COMMUNITY SCHOOL DISTRICT 30,403,115
2020,69-10 65th Drive,NY,1015860,199793,-73.885974,40.715005,405,30,65900,4030270037,QN21,Middle Village,24,24,COMMUNITY SCHOOL DISTRICT 24,405,104
2020,128-02 7 AVENUE,NY,1028692,227109,-73.839505,40.789926,407,19,94500,4039760001,QN49,Whitestone,25,25,COMMUNITY SCHOOL DISTRICT 25,407,109
2020,200-01 42 AVENUE,NY,1044086,216319,-73.784009,40.760219,411,19,146300,4062030001,QN46,Bayside-Bayside Hills,26,25,COMMUNITY SCHOOL DISTRICT 25,411,111
2020,170-45 84 AVENUE,NY,1041338,200621,-73.794061,40.71715,408,24,45600,4098750001,QN35,Briarwood-Jamaica Hills,29,29,COMMUNITY SCHOOL DISTRICT 29,408,107
2020,132-15 218 STREET,NY,1053783,187828,-73.7493,40.681948,413,31,62600,4129270028,QN66,Laurelton,29,29,COMMUNITY SCHOOL DISTRICT 29,413,105
2020,248-05 86 AVENUE,NY,1062455,206257,-73.717819,40.732458,413,23,157101,4086160001,QN43,Bellerose,26,26,COMMUNITY SCHOOL DISTRICT 26,413,105
2020,203-02 109 AVENUE,NY,1052246,197146,-73.754747,40.707535,412,27,50800,4109060001,QN07,Hollis,29,29,COMMUNITY SCHOOL DISTRICT 29,412,103
2020,207-11 89 AVENUE,NY,1051444,202000,-73.757591,40.720864,413,23,49200,4105820016,QN06,Jamaica Estates-Holliswood,29,29,COMMUNITY SCHOOL DISTRICT 29,413,105
2020,201-15 115 AVENUE,NY,1052824,194016,-73.752694,40.69894,412,27,52000,4110180021,QN08,St. Albans,29,29,COMMUNITY SCHOOL DISTRICT 29,412,113
2020,109-15 98 STREET,NY,1028802,186372,-73.839377,40.678112,410,32,8600,4091720001,QN56,Ozone Park,27,27,COMMUNITY SCHOOL DISTRICT 27,410,106
2020,251-11 WELLER AVENUE,NY,1057956,179799,-73.734342,40.659876,413,31,66000,4135780001,QN05,Rosedale,29,29,COMMUNITY SCHOOL DISTRICT 29,413,105
2020,93-06 63 DRIVE,NY,1022343,204541,-73.862561,40.728012,406,29,69300,4030950050,QN18,Rego Park,28,28,COMMUNITY SCHOOL DISTRICT 28,406,112
2020,48-10 31 AVENUE,NY,1008861,215111,-73.911165,40.757072,401,26,16300,4007380002,QN70,Astoria,30,30,COMMUNITY SCHOOL DISTRICT 30,401,114
2020,166-01 116 AVENUE,NY,1044915,189822,-73.781255,40.687486,412,27,27800,4123410031,QN76,Baisley Park,28,28,COMMUNITY SCHOOL DISTRICT 28,412,113
2020,37-11 21 AVENUE,NY,1010698,221924,-73.904508,40.775766,401,22,12301,4008100001,QN72,Steinway,30,30,COMMUNITY SCHOOL DISTRICT 30,401,114
2020,34-74 113 STREET,NY,1024224,214520,-73.855715,40.755393,403,21,38100,4017560025,QN26,North Corona,24,24,COMMUNITY SCHOOL DISTRICT 24,403,115
2020,93-02 69 AVENUE,NY,1025168,199765,-73.852398,40.71489,406,29,72900,4032120001,QN17,Forest Hills,28,28,COMMUNITY SCHOOL DISTRICT 28,406,112
2020,33-34 80 STREET,NY,1015412,214141,-73.887523,40.754389,403,25,28500,4012520001,QN28,Jackson Heights,30,30,COMMUNITY SCHOOL DISTRICT 30,403,115
2020,98-01 159 AVENUE,NY,1030057,179969,-73.834896,40.660531,410,32,88400,4141680016,QN57,Lindenwood-Howard Beach,27,27,COMMUNITY SCHOOL DISTRICT 27,410,106
2020,218-01 116 AVENUE,NY,1056306,193694,-73.74014,40.698028,413,27,59800,4113000001,QN33,Cambria Heights,29,29,COMMUNITY SCHOOL DISTRICT 29,413,105
2020,89-02 32 AVENUE,NY,1017872,215325,-73.878638,40.757629,403,25,33900,4014190001,QN28,Jackson Heights,30,30,COMMUNITY SCHOOL DISTRICT 30,403,115
2020,93-11 34 AVENUE,NY,1019018,214645,-73.874505,40.755759,403,25,27300,4014410015,QN28,Jackson Heights,30,30,COMMUNITY SCHOOL DISTRICT 30,403,115
2020,40-01 43 AVENUE,NY,1005482,211033,-73.923375,40.745887,402,26,18101,4001850001,QN31,Hunters Point-Sunnyside-West Maspeth,30,30,COMMUNITY SCHOOL DISTRICT 30,402,108
2020,50-05 31 AVENUE,NY,1009697,215460,-73.908146,40.758027,401,22,16300,4007520001,QN70,Astoria,30,30,COMMUNITY SCHOOL DISTRICT 30,401,114
2020,33-52 62 STREET,NY,1011794,213665,-73.900584,40.753094,402,26,29300,4011840014,QN63,Woodside,30,30,COMMUNITY SCHOOL DISTRICT 30,402,108
2020,60-02 60 LANE,NY,1010734,200257,-73.904463,40.716296,405,30,59900,4027320018,QN30,Maspeth,24,24,COMMUNITY SCHOOL DISTRICT 24,405,104
2020,75-02 162 STREET,NY,1037536,204009,-73.80775,40.726473,408,24,125700,4068340001,QN37,Kew Gardens Hills,25,25,COMMUNITY SCHOOL DISTRICT 25,408,107
2020,130-02 115 AVENUE,NY,1036931,186750,-73.810067,40.679105,410,28,17600,4116730001,QN55,South Ozone Park,27,27,COMMUNITY SCHOOL DISTRICT 27,410,106
2020,229-02 137 AVENUE,NY,1055450,184303,-73.743327,40.672259,413,31,64600,4131700012,QN66,Laurelton,29,29,COMMUNITY SCHOOL DISTRICT 29,413,105
2020,63-55 102ND STREET,NY,1025024,206125,-73.852879,40.732348,406,29,72100,4021260014,QN17,Forest Hills,28,28,COMMUNITY SCHOOL DISTRICT 28,406,112
2020,46-35 OCEANIA STREET,NY,1047450,214995,-73.771878,40.756562,411,19,144700,4073120001,QN46,Bayside-Bayside Hills,26,26,COMMUNITY SCHOOL DISTRICT 26,411,111
2020,205-01 33 AVENUE,NY,1044087,219922,-73.783973,40.770108,411,19,109900,4060380013,QN46,Bayside-Bayside Hills,26,26,COMMUNITY SCHOOL DISTRICT 26,411,111
2020,109-59 INWOOD STREET,NY,1039803,190133,-73.799685,40.688373,412,28,19600,4119420302,QN01,South Jamaica,28,28,COMMUNITY SCHOOL DISTRICT 28,412,103
2020,101-33 124 STREET,NY,1033868,190873,-73.82108,40.690439,409,28,15600,4094910001,QN54,Richmond Hill,28,28,COMMUNITY SCHOOL DISTRICT 28,409,102
2020,201-02 53 AVENUE,NY,1046156,212020,-73.776576,40.748405,411,20,140901,4074100001,QN46,Bayside-Bayside Hills,26,26,COMMUNITY SCHOOL DISTRICT 26,411,111
2020,159-01 59 AVENUE,NY,1037243,209340,-73.808765,40.741107,407,20,121500,4067260070,QN62,Queensboro Hill,25,25,COMMUNITY SCHOOL DISTRICT 25,407,109
2020,138-01 77 AVENUE,NY,1033155,202193,-73.823569,40.721514,408,24,77902,4066060002,QN37,Kew Gardens Hills,25,25,COMMUNITY SCHOOL DISTRICT 25,408,107
2020,70-35 150 STREET,NY,1034979,205196,-73.816966,40.729746,408,24,77906,4066970012,QN37,Kew Gardens Hills,25,25,COMMUNITY SCHOOL DISTRICT 25,408,107
2020,33-09 35 AVENUE,NY,1004682,215262,-73.926249,40.757497,401,26,5700,4006100001,QN70,Astoria,30,30,COMMUNITY SCHOOL DISTRICT 30,401,114
2020,91-30 METROPOLITAN AVENUE,NY,1024300,197410,-73.855543,40.708431,406,29,64500,4038860800,QN17,Forest Hills,28,28,NULL,406,112
2020,158-40 76 ROAD,NY,1036851,203272,-73.8102,40.7245,408,24,125700,4068260001,QN37,Kew Gardens Hills,25,25,COMMUNITY SCHOOL DISTRICT 25,408,107
2020,18-25 212 STREET,NY,1045611,224379,-73.77843,40.782331,407,19,99704,4058650050,QN47,Ft. Totten-Bay Terrace-Clearview,25,25,COMMUNITY SCHOOL DISTRICT 25,407,109
2020,611 BEACH  19 STREET,NY,1052961,158210,-73.752565,40.600659,414,31,101001,4155640063,QN15,Far Rockaway-Bayswater,27,84,OFFICE OF CHARTER SCHOOLS,414,101
2020,14-14 29 AVENUE,NY,1003890,220154,-73.929093,40.770926,401,22,8300,4005370014,QN71,Old Astoria,30,30,COMMUNITY SCHOOL DISTRICT 30,401,114
2020,81-14 257 STREET,NY,1063712,209522,-73.713245,40.741409,413,23,157902,4087310004,QN44,Glen Oaks-Floral Park-New Hyde Park,26,26,COMMUNITY SCHOOL DISTRICT 26,413,105
2020,174-10 67 AVENUE,NY,1040883,206794,-73.795651,40.734097,408,24,122300,4069270022,QN38,Pomonok-Flushing Heights-Hillcrest,26,26,COMMUNITY SCHOOL DISTRICT 26,408,107
2020,65-10 DIETERLE CRESCENT,NY,1022652,201835,-73.861462,40.720583,406,29,69702,4031340024,QN18,Rego Park,28,28,COMMUNITY SCHOOL DISTRICT 28,406,112
2020,64-35 102 STREET,NY,1025210,205640,-73.85221,40.731016,406,29,72100,4021280014,QN17,Forest Hills,28,28,COMMUNITY SCHOOL DISTRICT 28,406,112
2020,120-45 235 STREET,NY,1059347,188952,-73.729226,40.684987,413,27,61400,4128200001,QN33,Cambria Heights,29,29,COMMUNITY SCHOOL DISTRICT 29,413,105
2020,56-37 188 STREET,NY,1043156,210189,-73.787419,40.7434,411,20,141700,4056740002,QN48,Auburndale,26,75,CITYWIDE SPECIAL EDUCATION,411,111
2020,189-10 RADNOR ROAD,NY,1045974,203150,-73.777314,40.724061,408,23,127700,4072770001,QN06,Jamaica Estates-Holliswood,26,26,COMMUNITY SCHOOL DISTRICT 26,408,107
2020,320 BEACH 104TH STREET,NY,1032659,152137,-73.8257,40.5841,414,32,93800,4161590012,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,27,27,COMMUNITY SCHOOL DISTRICT 27,414,100
2020,148-15 230 STREET,NY,1052798,178253,-73.752948,40.655674,413,31,69400,4137180001,QN03,Springfield Gardens South-Brookville,29,29,COMMUNITY SCHOOL DISTRICT 29,413,105
2020,153-27 88TH AVENUE,NY,1038818,196826,-73.803183,40.70675,412,24,23600,4097630023,QN35,Briarwood-Jamaica Hills,28,28,COMMUNITY SCHOOL DISTRICT 28,412,103
2020,2-45 BEACH  79 STREET,NY,1038169,154005,-73.805866,40.58922,414,31,94202,4161120001,QN12,Hammels-Arverne-Edgemere,27,27,COMMUNITY SCHOOL DISTRICT 27,414,100
2020,163-15 21 ROAD,NY,1039874,222909,-73.799158,40.778334,407,19,101700,4057560001,QN47,Ft. Totten-Bay Terrace-Clearview,25,25,COMMUNITY SCHOOL DISTRICT 25,407,109
2020,147-26 25 DRIVE,NY,1034490,221648,-73.818607,40.774906,407,19,104700,4048020001,QN51,Murray Hill,25,25,COMMUNITY SCHOOL DISTRICT 25,407,109
2020,252-12 72 AVENUE,NY,1061389,212483,-73.721594,40.749556,413,23,155102,4084010375,QN44,Glen Oaks-Floral Park-New Hyde Park,26,26,COMMUNITY SCHOOL DISTRICT 26,413,105
2020,218-12 HARTLAND AVENUE,NY,1052428,207540,-73.753985,40.736063,411,23,129104,4077740165,QN42,Oakland Gardens,26,26,COMMUNITY SCHOOL DISTRICT 26,411,111
2020,144-80 BARCLAY AVENUE,NY,1034559,216204,-73.818399,40.759963,407,20,86300,4050510027,QN51,Murray Hill,25,25,COMMUNITY SCHOOL DISTRICT 25,407,109
2020,68-17 AUSTIN STREET,NY,1025356,202894,-73.8517,40.723478,406,29,71305,4031720002,QN17,Forest Hills,28,28,COMMUNITY SCHOOL DISTRICT 28,406,112
2020,85-15 258 STREET,NY,1065003,206924,-73.708617,40.734266,413,23,157903,4088010014,QN44,Glen Oaks-Floral Park-New Hyde Park,26,26,COMMUNITY SCHOOL DISTRICT 26,413,105
2020,109-89 204 STREET,NY,1052764,196584,-73.752885,40.705989,412,27,50800,4109440301,QN07,Hollis,29,29,COMMUNITY SCHOOL DISTRICT 29,412,103
2020,152-20 11 AVENUE,NY,1037141,227901,-73.808987,40.792053,407,19,98700,4045380001,QN49,Whitestone,25,25,COMMUNITY SCHOOL DISTRICT 25,407,109
2020,154-60 17 AVENUE,NY,1037701,224688,-73.80699,40.783231,407,19,102900,4047290001,QN49,Whitestone,25,25,COMMUNITY SCHOOL DISTRICT 25,407,109
2020,253-50 149 AVENUE,NY,1057610,177162,-73.735618,40.652641,413,31,66400,4136550001,QN05,Rosedale,29,29,COMMUNITY SCHOOL DISTRICT 29,413,105
2020,71-25 113 STREET,NY,1029326,202651,-73.837379,40.722792,406,29,75702,4022480100,QN17,Forest Hills,28,28,COMMUNITY SCHOOL DISTRICT 28,406,112
2020,825 HICKSVILLE ROAD,NY,1055305,157854,-73.744128,40.599664,414,31,101002,4155970001,QN15,Far Rockaway-Bayswater,27,27,COMMUNITY SCHOOL DISTRICT 27,414,101
2020,365 BEACH  56 STREET,NY,1043631,155756,-73.7862,40.594,414,31,97204,4158940011,QN12,Hammels-Arverne-Edgemere,27,27,COMMUNITY SCHOOL DISTRICT 27,414,101
2020,39-20 48 AVENUE,NY,1004734,208826,-73.926081,40.739831,402,26,18900,4002060003,QN31,Hunters Point-Sunnyside-West Maspeth,24,24,COMMUNITY SCHOOL DISTRICT 24,402,108
2020,70-10 164 STREET,NY,1038084,205685,-73.805759,40.73107,408,24,122701,4067890001,QN38,Pomonok-Flushing Heights-Hillcrest,25,25,COMMUNITY SCHOOL DISTRICT 25,408,107
2020,14-30 BROADWAY,NY,1002558,218315,-73.933907,40.765881,401,22,4500,4005290002,QN70,Astoria,30,30,COMMUNITY SCHOOL DISTRICT 30,401,114
2020,65-11 155 STREET,NY,1036070,207674,-73.813011,40.736541,408,24,122702,4067920100,QN38,Pomonok-Flushing Heights-Hillcrest,25,25,COMMUNITY SCHOOL DISTRICT 25,408,107
2020,138-30 LAFAYETTE STREET,NY,1026972,183743,-73.845992,40.670905,410,32,5800,4114030001,QN56,Ozone Park,27,27,COMMUNITY SCHOOL DISTRICT 27,410,106
2020,53-11 SPRINGFIELD BOULEVARD,NY,1050793,213927,-73.759822,40.753606,411,23,138501,4074820317,QN42,Oakland Gardens,26,26,COMMUNITY SCHOOL DISTRICT 26,411,111
2020,36-41 28 STREET,NY,1002915,214887,-73.932628,40.756471,401,26,5100,4003430001,QN68,Queensbridge-Ravenswood-Long Island City,30,30,COMMUNITY SCHOOL DISTRICT 30,401,114
2020,75-25 BELL BOULEVARD,NY,1051764,208247,-73.756374,40.738008,411,23,129103,4077530001,QN42,Oakland Gardens,26,26,COMMUNITY SCHOOL DISTRICT 26,411,111
2020,61-02 98 STREET,NY,1022771,206738,-73.861004,40.73404,406,29,71702,4020830123,QN18,Rego Park,28,28,COMMUNITY SCHOOL DISTRICT 28,406,112
2020,61-02 98 STREET,NY,1022771,206738,-73.861004,40.73404,406,29,71702,4020830123,QN18,Rego Park,28,28,COMMUNITY SCHOOL DISTRICT 28,406,112
2020,159-15 88 STREET,NY,1027566,178946,-73.843881,40.657736,410,32,89200,4140090060,QN57,Lindenwood-Howard Beach,27,27,COMMUNITY SCHOOL DISTRICT 27,410,106
2020,74-30 COMMONWEALTH BLVD,NY,1059722,210554,-73.727632,40.744276,413,23,156700,4078700070,QN43,Bellerose,26,29,COMMUNITY SCHOOL DISTRICT 29,413,105
2020,16-10 UTOPIA PARKWAY,NY,1040787,224894,-73.795845,40.783777,407,19,101700,4057340001,QN47,Ft. Totten-Bay Terrace-Clearview,25,25,COMMUNITY SCHOOL DISTRICT 25,407,109
2020,93-11 101 AVENUE,NY,1026508,188790,-73.847633,40.68476,409,32,3800,4090670001,QN53,Woodhaven,27,27,COMMUNITY SCHOOL DISTRICT 27,409,102
2020,50-51 98TH STREET,NY,1022101,209323,-73.863408,40.741139,404,21,44302,4018910001,QN25,Corona,24,24,COMMUNITY SCHOOL DISTRICT 24,404,110
2020,34-25 82 STREET,NY,1016262,213649,-73.884458,40.753035,403,25,28300,4014430019,QN28,Jackson Heights,30,30,COMMUNITY SCHOOL DISTRICT 30,403,115
2020,231-02 67 AVENUE,NY,1054798,211698,-73.74539,40.747457,411,23,137700,4076770001,QN42,Oakland Gardens,26,26,COMMUNITY SCHOOL DISTRICT 26,411,111
2020,31-15 140 STREET,NY,1032001,219934,-73.827606,40.770215,407,20,88901,4044130020,QN22,Flushing,25,25,COMMUNITY SCHOOL DISTRICT 25,407,109
2020,535 BRIAR PLACE,NY,1051290,157771,-73.758587,40.599467,414,31,99801,4157720031,QN15,Far Rockaway-Bayswater,27,27,COMMUNITY SCHOOL DISTRICT 27,414,101
2020,64-20 175 STREET,NY,1041199,207921,-73.794501,40.737188,408,24,134100,4069030001,QN41,Fresh Meadows-Utopia,26,26,COMMUNITY SCHOOL DISTRICT 26,408,107
2020,85-05 144 STREET,NY,1036520,198145,-73.811461,40.710384,408,24,23200,4097240173,QN35,Briarwood-Jamaica Hills,28,28,COMMUNITY SCHOOL DISTRICT 28,408,107
2020,144-39 GRAVETT ROAD,NY,1033068,207998,-73.823841,40.737448,408,24,80900,4065070001,QN37,Kew Gardens Hills,25,25,COMMUNITY SCHOOL DISTRICT 25,408,107
2020,62-10 108 STREET,NY,1025093,207570,-73.852621,40.736314,406,29,74500,4021430001,QN17,Forest Hills,28,28,COMMUNITY SCHOOL DISTRICT 28,406,112
2020,57-40 MARATHON PARKWAY,NY,1058629,215845,-73.731518,40.758808,411,23,152901,4082760620,QN45,Douglas Manor-Douglaston-Little Neck,26,26,COMMUNITY SCHOOL DISTRICT 26,411,111
2020,86-15 37 AVENUE,NY,1017501,212706,-73.879991,40.750442,403,25,27900,4014600034,QN28,Jackson Heights,30,30,COMMUNITY SCHOOL DISTRICT 30,403,115
2020,125-20 SUTPHIN BOULEVARD,NY,1042632,184866,-73.78953,40.673898,412,28,18401,4120510020,QN76,Baisley Park,27,27,COMMUNITY SCHOOL DISTRICT 27,412,113
2020,252-12 72 AVENUE,NY,1061389,212483,-73.721594,40.749556,413,23,155102,4084010375,QN44,Glen Oaks-Floral Park-New Hyde Park,26,75,CITYWIDE SPECIAL EDUCATION,413,105
2020,190 BEACH 110 STREET,NY,1031169,150962,-73.83109,40.580907,414,32,93800,4161810001,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,27,27,COMMUNITY SCHOOL DISTRICT 27,414,100
2020,121-10 ROCKAWAY BOULEVARD,NY,1035086,185258,-73.81673,40.675021,410,28,84000,4117140100,QN55,South Ozone Park,27,27,COMMUNITY SCHOOL DISTRICT 27,410,106
2020,32-02 JUNCTION BOULEVARD,NY,1018987,215304,-73.874614,40.757567,403,21,35300,4014230001,QN27,East Elmhurst,30,30,COMMUNITY SCHOOL DISTRICT 30,403,115
2020,32-63 93 STREET,NY,1018895,215072,-73.874947,40.756931,403,21,35300,4014230057,QN27,East Elmhurst,30,30,COMMUNITY SCHOOL DISTRICT 30,403,115
2020,32-63 93 STREET,NY,1018895,215072,-73.874947,40.756931,403,21,35300,4014230057,QN27,East Elmhurst,30,30,COMMUNITY SCHOOL DISTRICT 30,403,115
2020,67-25 51 ROAD,NY,1012765,206958,-73.897108,40.734682,405,30,51300,4024230001,QN30,Maspeth,24,24,COMMUNITY SCHOOL DISTRICT 24,405,104
2020,73-10 34 AVENUE,NY,1013928,213494,-73.892883,40.752618,403,25,28900,4012600001,QN28,Jackson Heights,30,30,COMMUNITY SCHOOL DISTRICT 30,403,115
2020,145-00 SPRINGFIELD BOULEVARD,NY,1051000,181576,-73.759396,40.664809,413,31,32000,4133310001,QN03,Springfield Gardens South-Brookville,29,29,COMMUNITY SCHOOL DISTRICT 29,413,105
2020,153-23 83 STREET,NY,1025691,181738,-73.850622,40.665408,410,32,6202,4114450001,QN57,Lindenwood-Howard Beach,27,27,COMMUNITY SCHOOL DISTRICT 27,410,106
2020,91-30 METROPOLITAN AVENUE,NY,1024300,197410,-73.855543,40.708431,406,29,64500,4038860800,QN17,Forest Hills,28,75,CITYWIDE SPECIAL EDUCATION,406,112
2020,30-15 29 STREET,NY,1005567,218688,-73.923044,40.766898,401,22,7300,4005920015,QN71,Old Astoria,30,30,COMMUNITY SCHOOL DISTRICT 30,401,114
2020,30-15 29 STREET,NY,1005567,218688,-73.923044,40.766898,401,22,7300,4005920015,QN71,Old Astoria,30,30,COMMUNITY SCHOOL DISTRICT 30,401,114
2020,30-14 30 STREET,NY,1005567,218688,-73.923044,40.766898,401,22,7300,4005920015,QN71,Old Astoria,30,30,COMMUNITY SCHOOL DISTRICT 30,401,114
2020,30-14 30 STREET,NY,1005567,218688,-73.923044,40.766898,401,22,7300,4005920015,QN71,Old Astoria,30,30,COMMUNITY SCHOOL DISTRICT 30,401,114
2020,48-01 90 STREET,NY,1019130,209204,-73.874129,40.740824,404,25,46100,4018490001,QN29,Elmhurst,24,24,NULL,404,110
2020,46-21 COLDEN STREET,NY,1033735,212365,-73.821402,40.74943,407,20,84500,4051470001,QN22,Flushing,25,25,COMMUNITY SCHOOL DISTRICT 25,407,109
2020,88-15 182 STREET,NY,1045336,199025,-73.779653,40.712743,412,27,47000,4099190006,QN61,Jamaica,29,29,COMMUNITY SCHOOL DISTRICT 29,412,103
2020,17-15 WEIRFIELD STREET,NY,1010914,194113,-73.903838,40.699431,405,34,55300,4035610001,QN20,Ridgewood,24,24,COMMUNITY SCHOOL DISTRICT 24,405,104
2020,35-01 UNION STREET,NY,1032225,217995,-73.826811,40.764892,407,20,116100,4050020001,QN22,Flushing,25,25,NULL,407,109
2020,35-01 UNION STREET,NY,1032225,217995,-73.826811,40.764892,407,20,116100,4050020001,QN22,Flushing,25,25,NULL,407,109
2020,29-66 137 STREET,NY,1030783,219763,-73.832005,40.769752,407,20,88901,4043710173,QN22,Flushing,25,25,COMMUNITY SCHOOL DISTRICT 25,407,109
2020,207- 01 116TH  AVENUE,NY,1054589,193965,-73.74633,40.698786,413,27,53401,4110490001,QN33,Cambria Heights,29,29,NULL,413,105
2020,137-20 FRANKLIN AVENUE,NY,1032404,214203,-73.826192,40.754483,407,20,79701,4051370043,QN22,Flushing,25,25,COMMUNITY SCHOOL DISTRICT 25,407,109
2020,143-10 SPRINGFIELD BOULEVARD,NY,1051454,183115,-73.757744,40.66903,412,31,33000,4130570056,QN02,Springfield Gardens North,29,29,NULL,412,113
2020,158-40 76 ROAD,NY,1037086,203178,-73.80938,40.724195,408,24,125700,4068260001,QN37,Kew Gardens Hills,25,25,COMMUNITY SCHOOL DISTRICT 25,408,107
2020,144-51 ARTHUR STREET,NY,1051000,181576,-73.759396,40.664809,413,31,32000,4133310001,QN03,Springfield Gardens South-Brookville,29,29,COMMUNITY SCHOOL DISTRICT 29,413,105
2020,158-40 76 ROAD,NY,1037086,203178,-73.80938,40.724195,408,24,125700,4068260001,QN37,Kew Gardens Hills,25,25,NULL,408,107
2020,1307 CENTRAL AVENUE,NY,1054000,160613,-73.748799,40.607247,414,31,103202,4155410001,QN15,Far Rockaway-Bayswater,27,27,COMMUNITY SCHOOL DISTRICT 27,414,101
2020,84-40 101 STREET,NY,1026430,193322,-73.847886,40.6972,409,32,2400,4091770023,QN54,Richmond Hill,27,27,COMMUNITY SCHOOL DISTRICT 27,409,102
2020,158-40 76 ROAD,NY,1037086,203178,-73.80938,40.724195,408,24,125700,4068260001,QN37,Kew Gardens Hills,25,75,CITYWIDE SPECIAL EDUCATION,408,107
2020,525 CONVENT ROAD,NY,NULL,NULL,NULL,NULL,0,0,,0,,,0,75,CITYWIDE SPECIAL EDUCATION,0,NULL
2020,36-41 28 STREET,NY,1002915,214887,-73.932628,40.756471,401,26,5100,4003430001,QN68,Queensbridge-Ravenswood-Long Island City,30,30,NULL,401,114
2020,109-89 204 STREET,NY,1052764,196584,-73.752885,40.705989,412,27,50800,4109440301,QN07,Hollis,29,29,NULL,412,103
2020,8-21 BAY 25 STREET,NY,1049786,158521,-73.763995,40.601537,414,31,100802,4157360001,QN15,Far Rockaway-Bayswater,27,27,NULL,414,101
2020,156-10 BAISLEY BOULEVARD,NY,1044531,184889,-73.782684,40.673949,412,28,29400,4122610001,QN02,Springfield Gardens North,27,27,NULL,412,113
